feature,score_type,score,abs_score,flagged
VITAL_GCS_max,point_biserial_r,-0.3390837431010659,0.3390837431010659,False
VITAL_GCS_mean,point_biserial_r,-0.2976202478292996,0.2976202478292996,False
MED_norepinephrine,cramers_v,0.20098633271903538,0.20098633271903538,False
MED_vasopressin,cramers_v,0.18274147290746953,0.18274147290746953,False
LAB_BUN_min,point_biserial_r,0.1814860881108102,0.1814860881108102,False
MED_fentanyl,cramers_v,0.1760002119439858,0.1760002119439858,False
VITAL_GCS_min,point_biserial_r,-0.14363985270963606,0.14363985270963606,False
MED_midazolam,cramers_v,0.126546507613355,0.126546507613355,False
VITAL_SBP_min,point_biserial_r,-0.11673050737865986,0.11673050737865986,False
MED_vancomycin,cramers_v,0.10860848119684612,0.10860848119684612,False
VITAL_SpO2_min,point_biserial_r,-0.10814750191866868,0.10814750191866868,False
MED_albumin_inf,cramers_v,0.0987283500007723,0.0987283500007723,False
age,point_biserial_r,0.09807419743246437,0.09807419743246437,False
VITAL_HR_mean,point_biserial_r,0.09278318973214547,0.09278318973214547,False
MED_pip_tazo,cramers_v,0.0912141489876037,0.0912141489876037,False
LAB_Hgb_min,point_biserial_r,-0.09065607876263024,0.09065607876263024,False
LAB_Cr_min,point_biserial_r,0.08088798851216338,0.08088798851216338,False
LAB_WBC_min,point_biserial_r,0.0719885126979887,0.0719885126979887,False
ins_medicare,cramers_v,0.06697519674865927,0.06697519674865927,False
LAB_HCO3_min,point_biserial_r,-0.06321451218258331,0.06321451218258331,False
